tag_id,name,controller_advice,tag_weight
dddad889-9db4-4531-b8cc-a916de5fa073,#BusinessRobbery,"Unauthorized entry into a business property with intent to commit a crime:Instruct the person to stay calm, not to confront the robbers. Remember details. Contact law enforcement.",
befdf3cd-6e0c-4a60-9413-5381969ad0a8,#CallCentreMarketing,Client heard of CASI through a call centre marketing call.,
d14cb39b-03d9-4a92-89b3-181ad33dec1c,#CallNotAnswered,"The alerter does not answer.: Call again, or try to call the other participants (ride) / emergency contacts.",
62912ec6-848f-4b62-8ec9-ed6e6107e407,#CancelledBeforeArrival,RO was cancelled before arrival therefore he could have been en route but ended up not finishing the response.,
727ee91c-5d4e-4939-b090-9785f30c2ed8,#CancelledBeforeDispatch,Panic was cancelled before the partner successfully dispatched a vehicle.,
fbedac7d-e04d-4bd4-8606-a59700571812,#CardiacArrest,"Instruct the caller to immediately start CPR (if trained) and provide clear instructions for performing chest compressions. Dispatch emergency medical services (EMS) to the location and stay on the line to offer guidance and support until help arrives.",
e4c71f28-2349-455a-8b5d-613809f0393b,#CellphoneTheft,This is a tag for incidents where the cellphone of a victim is taken without their permission with the intent to permanently deprive them of it.,
a243b25b-a93f-49a9-9ccf-dfc22cfe1c88,#ChestPain,"Collect details about the location and characteristics of the chest pain, such as intensity and duration. Instruct the caller to stay calm and avoid exertion. Dispatch EMS to evaluate the situation.",
ba836a40-9f3a-4dbe-94e1-a716ceb8f11b,#ChildFound,When someone find a child report it to SAPS.,
fde69b30-ace1-463e-9358-3c29298589ef,#ChildInvolved,When speaking to a child remember to be gentle and reassuring. If the child is the one in trouble then use it to push urgency from our responders.,
7a33b541-f5f7-45da-b844-1850c81db2a6,#ChildServices,"Any panic where children are in danger: Child services should be contacted. They'll need the location, child information and description. Dispatch a Partner and SAPS.",
9cd62a59-0236-4462-b6d7-22eead3f1b1e,#Choking,"Ask the caller if the person can speak or cough. If they are unable to breathe cough or speak, instruct the caller to perform the Heimlich maneuver (abdominal thrusts) if trained. If the person becomes unresponsive, guide the caller to start CPR until EMS arrives.",
ef8cd225-042d-4316-abc8-1fb5d001412d,#C-I-T-Heist,"Cash-in-transit heist involving robbery or theft of money in transit:Gather information, ensure caller's safety, dispatch appropriate authorities",
1cb9d448-dff0-4b86-8a24-c083cb5f6918,#Collision,"Ensure the user's safety first. Encourage them to document the scene, and call the police if necessary.",
5fafcd7a-6e86-41c3-806d-1ddc0b0d730e,#CommercialCrime,"Criminal activities targeting businesses or involving business operations:Gather details, notify relevant authorities",
d2382560-7127-4ab0-ac83-679dc89d3b47,#CommunityDisruption,Community Disruption,
0b4acef0-a358-4afd-928b-839304331c0d,#Deceased,"Please stay calm and follow my instructions carefully. Please leave everything as is and remain where you are if it's safe, or move to a secure location nearby. We need to preserve the scene for emergency services.",
36ed7b5a-9854-4d93-8b24-bd339b756c69,#DelayedETA,ETA received very late into the panic. Escalate to partner management and notifiy CASI management.,
c1a0328a-62a3-4adb-ba65-ebfce752d85b,#DevTesting,This occurrence/incident is a test. The developer is probably troubleshooting something.,
28b19405-9551-4320-beab-8b806592f327,#Diabetic,This tag must be used for clients who are reporting diabetic medical emergencies,
8ed65251-3815-4a75-b6e4-ca665c6ff9e0,#DifficultyBreathing,"Gather information about the person's condition, such as any known respiratory conditions or triggers. Instruct the caller to stay calm and in a well-ventilated area. Dispatch EMS for further assessment and treatment.",
ff04aa93-977e-439e-839b-074a3ebbe1a1,#Disturbance,When a client is complaining about people making noise or being disruptive use this tag as long as no violence or vandalism occurs.,
ed0139b7-4554-438b-9897-1ed3af43343f,#DomesticAbuse,"Violence or aggression that occurs in the domestic setting:Ensure person is safe. Listen and provide support. Advise them to contact local law enforcement and a local domestic violence hotline.",
8a673124-48de-4e26-b2c0-513fe2abce43,#DomesticDispute,,
de7b239c-8ca9-49f7-aff1-1342f4f393e3,#Drinking&Driving,"Operating a vehicle while under the influence of alcohol or drugs:Gather details, advise against driving, inform police",
ff9386ed-77bd-4a70-ba15-05ec739f58d0,#DriverAttemptingRobbery,"Advise the rider to prioritize their safety, remain calm, and avoid escalating the situation. Recommend reporting the incident to southafrica@bolt.eu or through the e-hailing app and dispatch SAPS immediately.",
d825754a-05d3-4cbd-be45-9b6912b76ab2,#DriverIssue,"Problems with the driver's behavior, driving style, the driver did not show up, or other issues: Encourage the user to report the issue to Bolt. Notify law enforcement if necessary.",
672097be-7465-4ced-a7c1-84b8f13f03ea,#DriverNotArrived,The e-hailing driver did not arrive at the pickup location after accepting the ride.,
6300df2e-6398-41a2-953f-23e1731a3e00,#DropOff,Client to be dropped off at the end location of the Ride.,
09b2429d-778c-42df-bf62-32a9ed07ccc2,#Drowning,"Ask the caller if the person is still in the water or has been removed. If the person is unresponsive and not breathing, guide the caller to initiate CPR immediately.",
6f71903d-6407-4d44-9ac8-477f58ad3b61,#DrugCrime,"Activities related to the production, distribution, and consumption of illegal substances:Do not engage or intervene. Remember as many details for a police report. Contact law enforcement.",
91dfb7d5-a188-4e74-85da-ba85dbdb13f4,#Drugs,Any substance (other than food) that is used to prevent or diagnose treat or relieve symptoms - Seek Medical assistance,
6c67b454-c01d-4df3-b6ab-b7870d0bd1f5,#DuplicatePanic,System duplicated a panic.: Resolve the last panic that came in.,
577006f7-e090-42cc-a7af-bc00ca618bde,#Dynamicformcomplete,This tag captures the completion event while logging the user's geographic location and verified proof of presence to ensure submission authenticity.,
f285b0e7-e337-46fc-b793-994c040541bf,#ElectricFenceAlarm,"Validate the alarm. Contact the user if possible. Dispatch a response team or notify law enforcement if needed.",
95ce2682-3e5d-4ea9-8699-d99a223f2d7c,#ElectricShock,"Ensure the caller's safety by asking them to disconnect the power source if possible or to move away from the electrical hazard. Instruct the caller not to touch the person if they are still in contact with the electrical source.",
b29358ea-1ca2-4b00-bd4d-3f4025029b11,#Epilepsy,"Neurological condition involving the brain that makes people more susceptible to having recurrent unprovoked seizures. Gently guide the person to the ground or a soft surface if possible. Support their head to prevent injury.",
eaf82b32-db2f-4b50-bccd-f99703333eb2,#FeelingUnsafe,"Perception of being in a dangerous or threatening situation:Provide reassurance, advise caller to seek safety, involve authorities",
787323f8-1a84-4b66-8263-67986196da21,#FireAlarm,"Validate the alarm. Contact the user if possible. Notify fire department immediately if validation is positive.",
a5cbef39-a2c9-4b86-98e6-8e9756c43a75,#FireNaturalDisaster,"Uncontrolled fire or natural catastrophes such as floods, earthquakes:Leave the area safely, if possible. Follow local authorities' instructions. Contact local emergency services.",
2483133d-341f-47be-bb02-700fc7e90c2d,#ForcedEntryHouseRobbery,"Unauthorized forced entry into a residential property with intent to commit a crime: Remain quiet, do not confront the robbers. Remember as much detail for the police. Call law enforcement.",
84d4a074-584a-447d-8a85-e9bab83b7055,#Fracture,"Instruct the caller to immobilize the injured area by supporting it with a splint, if available, or by keeping it as still as possible. Dispatch EMS for evaluation, treatment, and potential transport to a medical facility.",
63d24108-6374-4f70-b3b9-dd6e5cad0155,#Fraud,"Deception intended for personal gain or to cause a loss to another party:Do not share any further personal or financial information. Document all details. Contact law enforcement and bank if necessary.",
56bee189-d3c3-46b3-b221-8cbc06205458,#GangFights,"Where a group of gangs are fighting in the street, Get response out as well as SAPS.",
1e47681b-f12d-4574-b5ce-a96b7e2c782b,#GangRelated,"Encourage the reporter to stay safe, avoid direct confrontation, and provide critical information without compromising their security.",
dfc844d5-97ea-4cb5-8346-61b1db51a69e,#GBH,Serious physical attack likely to cause severe injury: Ensure the person is safe. If possible apply first aid. Contact medical services and law enforcement.,
0404fe13-b79b-4951-af1a-db30e204f366,#GBV,This tag is used to flag panics that reference gender-based violence including physical emotional sexual or psychological abuse directed at individuals based on their gender.,
05151d11-187e-4aa9-8f3e-b9ca28fe6c28,#GoodNewsStory,Capture as much details about the incident as possible and ask the user to rate the panic and leave a comment.,
2a0a3320-d88f-4def-94b6-c8ad22d0de3a,#GroupFights,"Fight between more than 2 people: Guide the user to not confront any of the people. Go to a safe place if possible.",
eeae20fb-8743-48bc-a928-b73d00f2c65d,#HeadInjury,"Inquire about the mechanism of injury and the person's level of consciousness. Instruct the caller to monitor the person closely for changes in their condition, advise against moving them unnecessarily, and keep them still until EMS arrives.",
862993f8-d6d8-49bc-a1fc-645eaddbe5dc,#Heatstroke,"Instruct the caller to move the person to a cooler environment, remove excess clothing, and cool them down using cool water or wet towels.",
6b8ae689-bddd-4eb4-ae20-88adf4e5224a,#Hijacking,"Forcibly taking control of a vehicle:Remain calm, follow the hijacker's instructions for safety. Remember as much detail for the police.",
297ac3ee-1d3f-411f-87de-a96d97b63e95,#HomeInvasion,"Unauthorized entry with intent to commit a crime, often theft:Remain quiet, do not confront the burglars. Remember as much detail for the police. Call law enforcement.",
6895e71f-33be-416d-87ff-0a8fa777d27a,#Homicide,"Unlawful killing of another human being:Ensure the person is safe. If possible, apply first aid. Contact medical services and law enforcement.",
dad47cfa-232f-4018-88c9-395d28c434a7,#HouseFire,Dispatched armed response Fire department and Medical assistance to the location - Identify any injuries due to fire,
206bf12e-626b-4f49-8fbb-dba07be95b12,#Hypothermia,"Instruct the caller to move the person to a warm environment and remove wet clothing. Encourage them to wrap the person in warm blankets or clothing, provide warm liquids if the person is conscious.",
a77e0532-f283-4701-b9e9-a1a14dd810fa,#IllegalFirearmPossession,"Possessing a firearm without the necessary legal permissions or licenses:Do not confront the person with the firearm. Try to remember details. Contact law enforcement.",
a3ca942d-1194-4b5e-a413-a2d691676027,#IllegalStrike,"A strike that has become out of hand resulting in sabotage, damage of assets, or Arson: Remain calm and tell the alerter to stay clear of the striking group and seek shelter in a closed-off premises. Dispatch SAPS",
cfed8088-e741-447c-8fc3-dacf1e505ce4,#InaccurateLocation,Location provided for the Dispatched Panic is inaccurate. Report the incident to management to follow up with the client.,
8f49b9ee-b19c-43c9-873b-b2f1c268ee8e,#Injury,"Inquire about the mechanism of injury (how it happened) and identify the specific location and severity of the trauma. Assess the person's level of consciousness and check for life-threatening symptoms like heavy bleeding or deformity.",
9625d663-243e-4ddb-9373-5714f28d272d,#Intimidation,"Behavior intended to frighten or coerce someone:Gather details, advise caller to ensure personal safety, report to police",
ecc4e32f-1d2a-4e4a-b4a7-6d8767486894,#IntrusionAlarm,"Validate the alarm. Contact the user if possible. Dispatch a response team or notify law enforcement if needed.",
63806431-e7f4-4dd5-8602-d024d239b680,#IOTDeviceIssue,Personal Tracker/ IOT Device/ Standalone Device giving problems. Refer the client to the Support Desk.,
2b6079fe-546b-422b-a004-aede0940f3e7,#Kidnapping,"Unlawful carrying away (asportation) and confinement of a person against their will: Stay calm. Gather as much information as possible. Contact law enforcement immediately.",
d1ac3ea6-61e8-4717-9843-45613953c63a,#Labour,"Labour is divided into 3 stages. For first-time mothers, labour takes around 12 to 14 hours. Encourage her to move around and get into the position she feels most comfortable in. - Dispatched medical assistance to location",
75292d0b-e6c9-4364-971f-b9af0fe40567,#LastFourDigitsConfirmed,Confirming the last four digits of a user's cellphone number or their passphrase is essential,
3df9e76e-2573-405f-84fc-e9cf4198bfed,#LeftPanicArea,This is when the alerter left the panic area.,
0d5a3b8e-8e2c-4980-8abf-f91a6e4df4d4,#LoadShedding,No electricity in the area due to Load shedding.,
2d9d9c9f-7b95-4005-ae78-6add316dd62a,#LongStandOff_30+,This is when a responder is standing off with a client for more than 30min.,
b2feb38a-b1fa-4ecd-9a46-9c6029913bcd,#LossOfConsciousness,"Determine if the person is breathing and if there are any signs of life. If unresponsive and not breathing normally, guide the caller through initiating CPR until EMS arrives.",
ae43660a-00de-457d-9e15-c0fdcad477ff,#LostKey,User has lost their car key: Dispatch a locksmith or roadside assistance service. Provide reassurance.,
3952910d-c6e0-4786-b1e7-9aa86854e520,#MaliciousPropertyDamage,Malicious damage to property: Call Law enforcement,
93dde6af-4f46-4426-bf0a-84329a6f8247,#ManualDispatch,"When CASI control room receives a call / panic, but the location differs. We need to get all the information for the manual dispatch.",
3cba7f10-d900-48d0-bcb7-ba21d2a8542b,#MechanicalFailure,"Breakdown due to engine trouble, battery failure, flat tire, etc.: Provide reassurance. Dispatch a roadside assistance service.",
19ce51b9-3894-4da5-97f4-f118964d34d8,#MedicalAlarm,Contact the user to assess the situation. Notify medical services immediately if validation is positive.,
476707cc-0127-484d-b4d5-146f043944e1,#MentallyUnstable,"Extreme anxiety or paranoia. Delusions or hallucinations. Exhibiting aggressive or violent behavior. - Get SAPS and Medical assistance",
f3d04689-8dbe-456b-b3e7-1ee1d12b7f4f,#MeterTaxiInterference,"Interference or disruption of an e-hailing service by a Meter Taxi.: Advise the alerter to prioritize their safety, remain inside the vehicle, and avoid confrontation.",
f61748af-188a-43cf-932c-7f408404830e,#MeterTaxiViolence,"Violent or aggressive behavior by a Meter Taxi towards the driver of the e-hailing service.: Advise the caller to prioritize their safety, remain inside the vehicle, and avoid confrontation.",
b60a520c-d60c-4cae-86c9-ec6ddd07938c,#MissingChild,"Missing child reported: Contact SAPS immediately. Dispatch all Partners in the Area. Escalate panic on CASI Control WhatsApp group. Keep user updated during the panic.",
05e99822-1b0f-4ed5-b28e-181196fef1c7,#MissingPerson,Someone who has disappeared and whose status as alive or dead cannot be confirmed:Gather all necessary information about the missing person and their last known whereabouts. Inform them to report to local law enforcement immediately.,
9c317b13-b7c3-49b7-a773-e3f0ef0d7130,#MobJustice,The #MobJustice tag describes community actions where crowds punish alleged wrongdoers often violently.,
61ea4c59-a7ea-4ebd-8dae-809f59f5248c,#Mugging,"Direct theft from a person in a public place, usually with physical force or threats:Advise the person to hand over belongings without resistance for their safety. Contact law enforcement.",
fb6b7cbc-c07d-43dc-95d3-caee178dc301,#Murder,"Unlawful killing of another person:Offer condolences, gather details, dispatch emergency services",
58281675-7d94-4c43-99ee-abf86be677f8,#NetworkIssue,The Partner experienced network issues,
099854ef-81b2-4214-b921-f73f09393e8e,#NoAmbulanceAvailable,"The ambulance services are not available (Public / Private) Ask to be transported to the nearest hospital / clinic by friend, family members to get medical help.",
5eb954c8-fcc3-4ea2-8504-eede372869a7,#NoContactMade,"Controller or RO unable to make contact with the user: Phone Emergency contacts, if loaded. Update Dashboard with why the RO was unable to make contact with the user.",
f0fa802f-7434-472a-943f-adad5e20ee7d,#NoGoArea,"Responders do not respond to this area as it is deemed too dangerous.: Continue to dispatch SAPS and do everything in our power to respond.",
7347656c-81a7-4b6d-9f07-0cb85210c4e7,#NoInjury,No need of any medical assistance due to no injuries reported.,
e1d8067e-9c72-4b2b-8f1c-50b02e088a38,#NonSecurityEmergency,The #NonSecurityEmergency tag is for situations where an armed response partner is dispatched to support an ambulance or other public service in non-threatening circumstances.,
7da6852b-b56d-4764-996b-a77ee8e3e5a1,#NumberBusy,Unable to make contact with the user.,
8b7145e2-146e-451b-b892-9536e2a96c13,#NumberDialedDNE,"The number of the alerter does not exist.: Call again, or try to call the other participants (ride / emergency contacts.",
605741ed-8c8f-477f-8deb-2ddd0373e75e,#OnCoverReceivedSMS,User was added to a cover by his / her company and received an SMS to download the app.,
ce70d2ca-576d-4b48-8020-726faea924f0,#OrgCancellation,Panic was canceled by the organisation that dispatched us.,
40302781-9c3a-4516-ac21-65cabccb6489,#OutOfFuel,Dispatch a fuel delivery service.,
61facc74-abf1-425c-9d92-b2739ce6507d,#OutofProvince,This tag is created specifically for Gauteng e-Panics which are created by users who are making panics outside of the province of Gauteng,
302bbe94-9da0-4537-aabf-68ef762961e5,#OutOfTripUnreachableDriver,"The status of the ride is out-of-trip and the driver cannot be reached.: Escalate the panic if the vehicle is stationary in a commercial area. Resolve the panic if the vehicle is in a residential area.",
b427d011-8f41-4779-8264-8aee6c925bde,#Overdose,"Gather information about the substance(s) involved, the person's symptoms, and their level of consciousness. If they become unresponsive and are not breathing, guide the caller to initiate CPR until EMS arrives.",
49db1ca6-2a0d-4e0a-a4dc-0342085b2489,#PanicAlarm,"Contact the user to assess the situation. Dispatch a response team or notify law enforcement if needed.",
a4a1a2b8-2b1b-4651-b821-6092ed1c78d6,#PartnerTraining,Dispatch Panic was created as a result of a new partner training to use the system. Ask the involved parties if the panic may be closed and provide assistance where required.,
f0895fe0-8b10-491d-b28a-32739adf404d,#PassphraseConfirmed,Confirming the last four digits of a user's cellphone number or their passphrase is essential,
f2bb3460-007d-4d08-bb5c-7b1a8584771c,#PatrolRequest,"Gather reasons for the patrol request. Evaluate the urgency and nature of the situation. Coordinate with law enforcement or security personnel to dispatch patrols to the requested area.",
d77ca78e-dfb4-40c8-9794-5244720f3432,#PayDispute,"A disagreement about the fare, tips, or other payment-related issues: Ensure both parties remain calm. Facilitate communication between parties and Bolt support if necessary.",
f8616ec4-27bf-4eb2-8009-61a5dc808a1b,#PedestrianBump,The impact of a vehicle hitting a person can result in bone fractures - It depends on injuries to get Medical attention and SAPS out,
5fad7beb-8c49-4ff2-a78a-e750a22d6d85,#PhysicalAssault,"Non-aggravated physical attack without a weapon: Keep the person calm, instruct them to find a safe place, do not engage. Contact law enforcement.",
03830150-c873-453a-91cf-f01018697723,#Poisoning,"Ask the caller about the type of substance involved and the person's symptoms. Advise against inducing vomiting unless directed by medical professionals. Dispatch EMS for evaluation and to provide appropriate treatment.",
8b39c633-0cd3-4d30-871c-efa9c5055c4c,#PotholeDamage,"Ensure the user's safety. Arrange for vehicle repair or tow service as necessary.",
6f4ea62c-8dfe-4118-9691-a7f74b9bc0ae,#PowerOutageAlarm,"Validate the alarm. Contact the user if possible. Coordinate with the service provider to address the issue.",
fdabd196-3754-46ff-a901-4619d86fe3cd,#Pregnant,"A full-term pregnancy has three trimesters and lasts around 40 weeks. Medical services required",
531295c3-7254-437a-9cbd-c4fb91b5a645,#PublicViolence,"Public disturbance often involving destruction and disorder:Leave the area if safe, avoid crowds, do not engage in the violence. Contact law enforcement.",
93149e1e-bb8c-45b0-ab0e-17c0ee88c43f,#RansomExtortion,"Demanding money or valuable goods under threats, often for releasing kidnapped victims:Stay calm. Do not negotiate on your own. Gather as much information as possible. Contact law enforcement immediately.",
f049588c-d7f0-42aa-b9cc-3bf0c40da922,#Rape,"Penetration without the consent of the victim: Keep the client calm, Urge the client to reach out to local authorities and undergo a rape kit, Call law enforcement",
ae425c69-e663-4214-b082-142d0d2e71e6,#RedZone,Dangerous Area causing delays in the response due to high risk,
ee0bdf88-d8b1-4a2f-9f5f-0b6363ae15f6,#RiderAttemptingRobbery,"Advise the driver to prioritize their safety, remain calm, and avoid escalating the situation. Recommend reporting the incident to southafrica@bolt.eu or through the e-hailing app and dispatch SAPS immediately.",
94dc1dca-09cb-483c-9842-f6c9749e3078,#RiderFeelingUnsafe,"The rider feels unsafe or threatened during the ride: Advise the rider to prioritize their safety, communicate their concerns to the driver (if comfortable), and request an immediate stop at a safe location if needed.",
7b9c3441-2b31-4c64-89cd-12fb2acc1221,#RiderIssue,When a driver experiences problems with the rider under the influence / not paying his ride / verbal disputes.,
6470005f-8f50-4e9d-ba46-36a2f6729aca,#RoadsideSecurity,"Advise caller to prioritize safety, move to a safe location, and stay inside their vehicle if necessary. Dispatch appropriate assistance.",
ed9181fa-90d9-4ea0-b291-d313c298d8d9,#ROContactMade,"RO made contact with the alerter.: Remember to call the alerter to verify his/her safety before resolving.",
35fa9ecb-503c-4624-8b1e-483fe3aeb80b,#RONoContactMade,"RO arrived but could not make contact with the alerter.: Help the RO to make contact with the alerter by calling emergency contacts and relating Home/ Work Access details. Make sure that the RO is at the correct location.",
65216b41-98c2-4711-983a-4e94f32545ed,#SAPSArrived,SAPS arrived at the panic location,
8b07d772-fe23-450d-b922-37c3d6dc2d10,#SAPSCase,Reference to a case handled by the South African Police Service: Gather details and assess the case. Remember to log the case number/ reference number in comments,
d154a382-2281-470f-a192-2c2ddbfe8236,#SAPSNoArrival,SAPS did not arrived at the panic location nor did they provide any assistance. Escalate to management.,
63dd1b9b-338f-42b7-af29-acb3eb306904,#SeismicSensorAlarm,"Validate the alarm. Contact the user if possible. Dispatch a response team or notify law enforcement if needed.",
8ec869c6-2183-410c-94fb-6242d255b606,#Seizure,"Guide the caller to clear the area around the person to prevent injury. Instruct the caller to time the seizure, stay on the line, and provide reassurance. Once the seizure ends, advise them to place the person in a safe position.",
24b75375-4bad-48dd-8717-11212efce82f,#SelfAssisted,This tag is to be used when a client cancels due to them managing to get help or assist themselves before we can.,
7b35f22d-3d7b-4dc4-8cec-4c7af2b48d06,#SexualOffence,"Any type of sexual contact or behavior without the explicit consent of the recipient.:Get to safety and preserve any evidence. Express empathy. Contact law enforcement and a crisis center.",
537236b0-1b5f-436d-9cba-7aa7cfdbf252,#Shooting,"Firing a gun, either intentionally or accidentally:Instruct the person to take cover, avoid the area. Remember as much detail as possible. Contact law enforcement.",
bc0cb42b-69bf-4e65-ab98-8b2c61d5f022,#Shoplifting,"Theft of merchandise from a retail establishment:Gather information, advise caller to avoid confrontation",
d8d1386f-d420-4307-ad60-6b320bb867db,#Sick,Affected with disease or illness; ailing - Seek medical attention,
2343687a-54b3-43d4-95ad-09e2466e5c8e,#SocialMedia,Client heard of CASI through social media,
ef98b3f9-1460-4234-a6b1-dda55063de31,#Stabbing,"Violent act in which a person uses a pointed object to pierce or puncture someone. Can cause serious injury or death, especially if vital organs are hit.",
ff0c6128-eef9-4969-8676-3e05c9e7ec9d,#StockTheft,"Illegal taking of livestock or agricultural produce:Collect details, advise securing the area, dispatch authorities",
3a83a4a7-eb76-49e0-a535-08e7b4b83b72,#Stranded,"The user is unable to proceed due to environmental conditions or other unforeseen circumstances: Provide reassurance. Arrange for tow service, emergency services, or other help as appropriate.",
8662ea62-6129-4951-b253-96a7a6e8dd26,#Stroke,"Use the FAST acronym to assess the situation: Face drooping, Arm weakness, Speech difficulties, and Time to call emergency services. Instruct the caller to note the time the symptoms started.",
fd0bcf1a-cd90-4940-88bc-71d8fdac1c04,#Suicide,Notify SAPS. Get a ref number. Dispatched medical services to the location to declare person P4 (Deceased). Notify CASI Managers.,
8e44da57-8e60-494f-bede-c0f2c7e819ae,#SuspectArrest,"Apprehension or detention of a person believed to have committed a crime:Gather information, document details, inform authorities",
7989b73d-6145-435f-99cb-3add4575ba6f,#SuspectedRevenge,"Belief that someone is seeking retaliation or retribution:Gather information, advise caller to prioritize safety, involve authorities",
59c573ed-93a0-40fd-99f3-978222e2bf4d,#SuspiciousHumanActivity,"Behaviors or actions that raise concerns about possible criminal intent:Gather details, advise caller to stay safe, notify authorities",
0fd19ee6-bdb9-4f89-bfe2-2e8428bc0e45,#SuspiciousVehicle,"Vehicle that raises suspicions due to its appearance or behavior:Gather details, advise caller to stay safe, report to authorities",
